original_gene_id	renamed_gene_id
prot_S-ischiensis_contig1.63.1	c_organisms_00126
mRNA_S-ischiensis_contig1.64.1	c_organisms_00127
prot_S-ischiensis_contig1.64.1	c_organisms_00128
mRNA_S-ischiensis_contig1.65.1	c_organisms_00129
prot_S-ischiensis_contig1.65.1	c_organisms_00130
mRNA_S-ischiensis_contig1.66.1	c_organisms_00131
prot_S-ischiensis_contig1.66.1	c_organisms_00132
mRNA_S-ischiensis_contig1.67.1	c_organisms_00133
prot_S-ischiensis_contig1.67.1	c_organisms_00134
mRNA_S-ischiensis_contig1.68.1	c_organisms_00135
prot_S-ischiensis_contig1.68.1	c_organisms_00136
mRNA_S-ischiensis_contig1.69.1	c_organisms_00137
prot_S-ischiensis_contig1.69.1	c_organisms_00138
mRNA_S-ischiensis_contig1.70.1	c_organisms_00139
prot_S-ischiensis_contig1.70.1	c_organisms_00140
mRNA_S-ischiensis_contig1.71.1	c_organisms_00141
prot_S-ischiensis_contig1.71.1	c_organisms_00142
mRNA_S-ischiensis_contig1.72.1	c_organisms_00143
prot_S-ischiensis_contig1.72.1	c_organisms_00144
mRNA_S-ischiensis_contig1.73.1	c_organisms_00145
prot_S-ischiensis_contig1.73.1	c_organisms_00146
mRNA_S-ischiensis_contig1.74.1	c_organisms_00147
prot_S-ischiensis_contig1.74.1	c_organisms_00148
mRNA_S-ischiensis_contig1.75.1	c_organisms_00149
prot_S-ischiensis_contig1.75.1	c_organisms_00150
mRNA_S-ischiensis_contig1.76.1	c_organisms_00151
prot_S-ischiensis_contig1.76.1	c_organisms_00152
mRNA_S-ischiensis_contig1.77.1	c_organisms_00153
prot_S-ischiensis_contig1.77.1	c_organisms_00154
mRNA_S-ischiensis_contig1.78.1	c_organisms_00155
prot_S-ischiensis_contig1.78.1	c_organisms_00156
mRNA_S-ischiensis_contig1.79.1	c_organisms_00157
prot_S-ischiensis_contig1.79.1	c_organisms_00158
mRNA_S-ischiensis_contig1.80.1	c_organisms_00159
prot_S-ischiensis_contig1.80.1	c_organisms_00160
mRNA_S-ischiensis_contig1.81.1	c_organisms_00161
prot_S-ischiensis_contig1.81.1	c_organisms_00162
mRNA_S-ischiensis_contig1.82.1	c_organisms_00163
prot_S-ischiensis_contig1.82.1	c_organisms_00164
mRNA_S-ischiensis_contig1.83.1	c_organisms_00165
prot_S-ischiensis_contig1.83.1	c_organisms_00166
mRNA_S-ischiensis_contig1.84.1	c_organisms_00167
prot_S-ischiensis_contig1.84.1	c_organisms_00168
mRNA_S-ischiensis_contig1.85.1	c_organisms_00169
prot_S-ischiensis_contig1.85.1	c_organisms_00170
mRNA_S-ischiensis_contig1.86.1	c_organisms_00171
prot_S-ischiensis_contig1.86.1	c_organisms_00172
mRNA_S-ischiensis_contig1.87.1	c_organisms_00173
prot_S-ischiensis_contig1.87.1	c_organisms_00174
mRNA_S-ischiensis_contig1.88.1	c_organisms_00175
prot_S-ischiensis_contig1.88.1	c_organisms_00176
mRNA_S-ischiensis_contig1.89.1	c_organisms_00177
prot_S-ischiensis_contig1.89.1	c_organisms_00178
mRNA_S-ischiensis_contig1.90.1	c_organisms_00179
prot_S-ischiensis_contig1.90.1	c_organisms_00180
mRNA_S-ischiensis_contig1.91.1	c_organisms_00181
prot_S-ischiensis_contig1.91.1	c_organisms_00182
mRNA_S-ischiensis_contig1.92.1	c_organisms_00183
prot_S-ischiensis_contig1.92.1	c_organisms_00184
mRNA_S-ischiensis_contig1.93.1	c_organisms_00185
prot_S-ischiensis_contig1.93.1	c_organisms_00186
mRNA_S-ischiensis_contig1.94.1	c_organisms_00187
prot_S-ischiensis_contig1.94.1	c_organisms_00188
mRNA_S-ischiensis_contig1.95.1	c_organisms_00189
prot_S-ischiensis_contig1.95.1	c_organisms_00190
mRNA_S-ischiensis_contig1.96.1	c_organisms_00191
prot_S-ischiensis_contig1.96.1	c_organisms_00192
mRNA_S-ischiensis_contig1.97.1	c_organisms_00193
prot_S-ischiensis_contig1.97.1	c_organisms_00194
mRNA_S-ischiensis_contig1.98.1	c_organisms_00195
prot_S-ischiensis_contig1.98.1	c_organisms_00196
mRNA_S-ischiensis_contig1.99.1	c_organisms_00197
prot_S-ischiensis_contig1.99.1	c_organisms_00198
mRNA_S-ischiensis_contig1.100.1	c_organisms_00199
prot_S-ischiensis_contig1.100.1	c_organisms_00200
mRNA_S-ischiensis_contig1.101.1	c_organisms_00201
prot_S-ischiensis_contig1.101.1	c_organisms_00202
mRNA_S-ischiensis_contig1.102.1	c_organisms_00203
prot_S-ischiensis_contig1.102.1	c_organisms_00204
mRNA_S-ischiensis_contig1.103.1	c_organisms_00205
prot_S-ischiensis_contig1.103.1	c_organisms_00206
mRNA_S-ischiensis_contig1.104.1	c_organisms_00207
prot_S-ischiensis_contig1.104.1	c_organisms_00208
mRNA_S-ischiensis_contig1.105.1	c_organisms_00209
prot_S-ischiensis_contig1.105.1	c_organisms_00210
mRNA_S-ischiensis_contig1.106.1	c_organisms_00211
prot_S-ischiensis_contig1.106.1	c_organisms_00212
mRNA_S-ischiensis_contig1.107.1	c_organisms_00213
prot_S-ischiensis_contig1.107.1	c_organisms_00214
mRNA_S-ischiensis_contig1.108.1	c_organisms_00215
prot_S-ischiensis_contig1.108.1	c_organisms_00216
mRNA_S-ischiensis_contig1.109.1	c_organisms_00217
prot_S-ischiensis_contig1.109.1	c_organisms_00218
mRNA_S-ischiensis_contig1.110.1	c_organisms_00219
prot_S-ischiensis_contig1.110.1	c_organisms_00220
mRNA_S-ischiensis_contig1.111.1	c_organisms_00221
prot_S-ischiensis_contig1.111.1	c_organisms_00222
mRNA_S-ischiensis_contig1.112.1	c_organisms_00223
prot_S-ischiensis_contig1.112.1	c_organisms_00224
mRNA_S-ischiensis_contig1.113.1	c_organisms_00225
prot_S-ischiensis_contig1.113.1	c_organisms_00226
mRNA_S-ischiensis_contig1.114.1	c_organisms_00227
prot_S-ischiensis_contig1.114.1	c_organisms_00228
mRNA_S-ischiensis_contig1.115.1	c_organisms_00229
prot_S-ischiensis_contig1.115.1	c_organisms_00230
mRNA_S-ischiensis_contig1.116.1	c_organisms_00231
prot_S-ischiensis_contig1.116.1	c_organisms_00232
mRNA_S-ischiensis_contig1.117.1	c_organisms_00233
prot_S-ischiensis_contig1.117.1	c_organisms_00234
mRNA_S-ischiensis_contig1.118.1	c_organisms_00235
prot_S-ischiensis_contig1.118.1	c_organisms_00236
mRNA_S-ischiensis_contig1.119.1	c_organisms_00237
prot_S-ischiensis_contig1.119.1	c_organisms_00238
mRNA_S-ischiensis_contig1.120.1	c_organisms_00239
prot_S-ischiensis_contig1.120.1	c_organisms_00240
mRNA_S-ischiensis_contig1.121.1	c_organisms_00241
prot_S-ischiensis_contig1.121.1	c_organisms_00242
mRNA_S-ischiensis_contig1.122.1	c_organisms_00243
prot_S-ischiensis_contig1.122.1	c_organisms_00244
mRNA_S-ischiensis_contig1.123.1	c_organisms_00245
prot_S-ischiensis_contig1.123.1	c_organisms_00246
mRNA_S-ischiensis_contig1.124.1	c_organisms_00247
prot_S-ischiensis_contig1.124.1	c_organisms_00248
mRNA_S-ischiensis_contig1.125.1	c_organisms_00249
prot_S-ischiensis_contig1.125.1	c_organisms_00250
mRNA_S-ischiensis_contig1.126.1	c_organisms_00251
prot_S-ischiensis_contig1.126.1	c_organisms_00252
mRNA_S-ischiensis_contig1.127.1	c_organisms_00253
prot_S-ischiensis_contig1.127.1	c_organisms_00254
mRNA_S-ischiensis_contig1.128.1	c_organisms_00255
prot_S-ischiensis_contig1.128.1	c_organisms_00256
mRNA_S-ischiensis_contig1.129.1	c_organisms_00257
prot_S-ischiensis_contig1.129.1	c_organisms_00258
mRNA_S-ischiensis_contig1.130.1	c_organisms_00259
prot_S-ischiensis_contig1.130.1	c_organisms_00260
mRNA_S-ischiensis_contig1.131.1	c_organisms_00261
prot_S-ischiensis_contig1.131.1	c_organisms_00262
mRNA_S-ischiensis_contig1.132.1	c_organisms_00263
prot_S-ischiensis_contig1.132.1	c_organisms_00264
mRNA_S-ischiensis_contig1.133.1	c_organisms_00265
prot_S-ischiensis_contig1.133.1	c_organisms_00266
mRNA_S-ischiensis_contig1.134.1	c_organisms_00267
prot_S-ischiensis_contig1.134.1	c_organisms_00268
mRNA_S-ischiensis_contig1.135.1	c_organisms_00269
prot_S-ischiensis_contig1.135.1	c_organisms_00270
mRNA_S-ischiensis_contig1.136.1	c_organisms_00271
prot_S-ischiensis_contig1.136.1	c_organisms_00272
mRNA_S-ischiensis_contig1.137.1	c_organisms_00273
prot_S-ischiensis_contig1.137.1	c_organisms_00274
mRNA_S-ischiensis_contig1.138.1	c_organisms_00275
prot_S-ischiensis_contig1.138.1	c_organisms_00276
mRNA_S-ischiensis_contig1.139.1	c_organisms_00277
prot_S-ischiensis_contig1.139.1	c_organisms_00278
mRNA_S-ischiensis_contig1.140.1	c_organisms_00279
prot_S-ischiensis_contig1.140.1	c_organisms_00280
mRNA_S-ischiensis_contig1.141.1	c_organisms_00281
prot_S-ischiensis_contig1.141.1	c_organisms_00282
mRNA_S-ischiensis_contig1.142.1	c_organisms_00283
prot_S-ischiensis_contig1.142.1	c_organisms_00284
mRNA_S-ischiensis_contig1.143.1	c_organisms_00285
prot_S-ischiensis_contig1.143.1	c_organisms_00286
mRNA_S-ischiensis_contig1.144.1	c_organisms_00287
prot_S-ischiensis_contig1.144.1	c_organisms_00288
mRNA_S-ischiensis_contig1.145.1	c_organisms_00289
prot_S-ischiensis_contig1.145.1	c_organisms_00290
mRNA_S-ischiensis_contig1.146.1	c_organisms_00291
prot_S-ischiensis_contig1.146.1	c_organisms_00292
mRNA_S-ischiensis_contig1.147.1	c_organisms_00293
prot_S-ischiensis_contig1.147.1	c_organisms_00294
mRNA_S-ischiensis_contig1.148.1	c_organisms_00295
prot_S-ischiensis_contig1.148.1	c_organisms_00296
mRNA_S-ischiensis_contig1.149.1	c_organisms_00297
prot_S-ischiensis_contig1.149.1	c_organisms_00298
mRNA_S-ischiensis_contig1.150.1	c_organisms_00299
prot_S-ischiensis_contig1.150.1	c_organisms_00300
mRNA_S-ischiensis_contig1.151.1	c_organisms_00301
prot_S-ischiensis_contig1.151.1	c_organisms_00302
mRNA_S-ischiensis_contig1.152.1	c_organisms_00303
prot_S-ischiensis_contig1.152.1	c_organisms_00304
mRNA_S-ischiensis_contig1.153.1	c_organisms_00305
prot_S-ischiensis_contig1.153.1	c_organisms_00306
mRNA_S-ischiensis_contig1.154.1	c_organisms_00307
prot_S-ischiensis_contig1.154.1	c_organisms_00308
mRNA_S-ischiensis_contig1.155.1	c_organisms_00309
prot_S-ischiensis_contig1.155.1	c_organisms_00310
mRNA_S-ischiensis_contig1.156.1	c_organisms_00311
prot_S-ischiensis_contig1.156.1	c_organisms_00312
mRNA_S-ischiensis_contig1.157.1	c_organisms_00313
prot_S-ischiensis_contig1.157.1	c_organisms_00314
mRNA_S-ischiensis_contig1.158.1	c_organisms_00315
prot_S-ischiensis_contig1.158.1	c_organisms_00316
mRNA_S-ischiensis_contig1.159.1	c_organisms_00317
prot_S-ischiensis_contig1.159.1	c_organisms_00318
mRNA_S-ischiensis_contig1.160.1	c_organisms_00319
prot_S-ischiensis_contig1.160.1	c_organisms_00320
mRNA_S-ischiensis_contig1.161.1	c_organisms_00321
prot_S-ischiensis_contig1.161.1	c_organisms_00322
mRNA_S-ischiensis_contig1.162.1	c_organisms_00323
prot_S-ischiensis_contig1.162.1	c_organisms_00324
mRNA_S-ischiensis_contig1.163.1	c_organisms_00325
prot_S-ischiensis_contig1.163.1	c_organisms_00326
mRNA_S-ischiensis_contig1.164.1	c_organisms_00327
prot_S-ischiensis_contig1.164.1	c_organisms_00328
mRNA_S-ischiensis_contig1.165.1	c_organisms_00329
prot_S-ischiensis_contig1.165.1	c_organisms_00330
mRNA_S-ischiensis_contig1.166.1	c_organisms_00331
prot_S-ischiensis_contig1.166.1	c_organisms_00332
mRNA_S-ischiensis_contig1.167.1	c_organisms_00333
prot_S-ischiensis_contig1.167.1	c_organisms_00334
mRNA_S-ischiensis_contig1.168.1	c_organisms_00335
prot_S-ischiensis_contig1.168.1	c_organisms_00336
mRNA_S-ischiensis_contig1.169.1	c_organisms_00337
prot_S-ischiensis_contig1.169.1	c_organisms_00338
mRNA_S-ischiensis_contig1.170.1	c_organisms_00339
prot_S-ischiensis_contig1.170.1	c_organisms_00340
mRNA_S-ischiensis_contig1.171.1	c_organisms_00341
prot_S-ischiensis_contig1.171.1	c_organisms_00342
mRNA_S-ischiensis_contig1.172.1	c_organisms_00343
prot_S-ischiensis_contig1.172.1	c_organisms_00344
mRNA_S-ischiensis_contig1.173.1	c_organisms_00345
prot_S-ischiensis_contig1.173.1	c_organisms_00346
mRNA_S-ischiensis_contig1.174.1	c_organisms_00347
prot_S-ischiensis_contig1.174.1	c_organisms_00348
mRNA_S-ischiensis_contig1.175.1	c_organisms_00349
prot_S-ischiensis_contig1.175.1	c_organisms_00350
mRNA_S-ischiensis_contig1.176.1	c_organisms_00351
prot_S-ischiensis_contig1.176.1	c_organisms_00352
mRNA_S-ischiensis_contig1.177.1	c_organisms_00353
prot_S-ischiensis_contig1.177.1	c_organisms_00354
mRNA_S-ischiensis_contig1.178.1	c_organisms_00355
prot_S-ischiensis_contig1.178.1	c_organisms_00356
mRNA_S-ischiensis_contig1.179.1	c_organisms_00357
prot_S-ischiensis_contig1.179.1	c_organisms_00358
mRNA_S-ischiensis_contig1.180.1	c_organisms_00359
prot_S-ischiensis_contig1.180.1	c_organisms_00360
mRNA_S-ischiensis_contig1.181.1	c_organisms_00361
prot_S-ischiensis_contig1.181.1	c_organisms_00362
mRNA_S-ischiensis_contig1.182.1	c_organisms_00363
prot_S-ischiensis_contig1.182.1	c_organisms_00364
mRNA_S-ischiensis_contig1.183.1	c_organisms_00365
prot_S-ischiensis_contig1.183.1	c_organisms_00366
mRNA_S-ischiensis_contig1.184.1	c_organisms_00367
prot_S-ischiensis_contig1.184.1	c_organisms_00368
mRNA_S-ischiensis_contig1.185.1	c_organisms_00369
prot_S-ischiensis_contig1.185.1	c_organisms_00370
mRNA_S-ischiensis_contig1.186.1	c_organisms_00371
prot_S-ischiensis_contig1.186.1	c_organisms_00372
mRNA_S-ischiensis_contig1.187.1	c_organisms_00373
prot_S-ischiensis_contig1.187.1	c_organisms_00374
mRNA_S-ischiensis_contig1.188.1	c_organisms_00375
prot_S-ischiensis_contig1.188.1	c_organisms_00376
mRNA_S-ischiensis_contig1.189.1	c_organisms_00377
prot_S-ischiensis_contig1.189.1	c_organisms_00378
mRNA_S-ischiensis_contig1.190.1	c_organisms_00379
prot_S-ischiensis_contig1.190.1	c_organisms_00380
mRNA_S-ischiensis_contig1.191.1	c_organisms_00381
prot_S-ischiensis_contig1.191.1	c_organisms_00382
mRNA_S-ischiensis_contig1.192.1	c_organisms_00383
prot_S-ischiensis_contig1.192.1	c_organisms_00384
mRNA_S-ischiensis_contig1.193.1	c_organisms_00385
prot_S-ischiensis_contig1.193.1	c_organisms_00386
mRNA_S-ischiensis_contig1.194.1	c_organisms_00387
prot_S-ischiensis_contig1.194.1	c_organisms_00388
mRNA_S-ischiensis_contig1.195.1	c_organisms_00389
prot_S-ischiensis_contig1.195.1	c_organisms_00390
mRNA_S-ischiensis_contig1.196.1	c_organisms_00391
prot_S-ischiensis_contig1.196.1	c_organisms_00392
mRNA_S-ischiensis_contig1.197.1	c_organisms_00393
prot_S-ischiensis_contig1.197.1	c_organisms_00394
mRNA_S-ischiensis_contig1.198.1	c_organisms_00395
prot_S-ischiensis_contig1.198.1	c_organisms_00396
mRNA_S-ischiensis_contig1.199.1	c_organisms_00397
prot_S-ischiensis_contig1.199.1	c_organisms_00398
mRNA_S-ischiensis_contig1.200.1	c_organisms_00399
prot_S-ischiensis_contig1.200.1	c_organisms_00400
mRNA_S-ischiensis_contig1.201.1	c_organisms_00401
prot_S-ischiensis_contig1.201.1	c_organisms_00402
mRNA_S-ischiensis_contig1.202.1	c_organisms_00403
prot_S-ischiensis_contig1.202.1	c_organisms_00404
mRNA_S-ischiensis_contig1.203.1	c_organisms_00405
prot_S-ischiensis_contig1.203.1	c_organisms_00406
mRNA_S-ischiensis_contig1.204.1	c_organisms_00407
prot_S-ischiensis_contig1.204.1	c_organisms_00408
mRNA_S-ischiensis_contig1.205.1	c_organisms_00409
prot_S-ischiensis_contig1.205.1	c_organisms_00410
mRNA_S-ischiensis_contig1.206.1	c_organisms_00411
prot_S-ischiensis_contig1.206.1	c_organisms_00412
mRNA_S-ischiensis_contig1.207.1	c_organisms_00413
prot_S-ischiensis_contig1.207.1	c_organisms_00414
mRNA_S-ischiensis_contig1.208.1	c_organisms_00415
prot_S-ischiensis_contig1.208.1	c_organisms_00416
mRNA_S-ischiensis_contig1.209.1	c_organisms_00417
prot_S-ischiensis_contig1.209.1	c_organisms_00418
mRNA_S-ischiensis_contig1.210.1	c_organisms_00419
prot_S-ischiensis_contig1.210.1	c_organisms_00420
mRNA_S-ischiensis_contig1.211.1	c_organisms_00421
prot_S-ischiensis_contig1.211.1	c_organisms_00422
mRNA_S-ischiensis_contig1.212.1	c_organisms_00423
prot_S-ischiensis_contig1.212.1	c_organisms_00424
mRNA_S-ischiensis_contig1.213.1	c_organisms_00425
prot_S-ischiensis_contig1.213.1	c_organisms_00426
mRNA_S-ischiensis_contig1.214.1	c_organisms_00427
prot_S-ischiensis_contig1.214.1	c_organisms_00428
mRNA_S-ischiensis_contig1.215.1	c_organisms_00429
prot_S-ischiensis_contig1.215.1	c_organisms_00430
mRNA_S-ischiensis_contig1.216.1	c_organisms_00431
prot_S-ischiensis_contig1.216.1	c_organisms_00432
mRNA_S-ischiensis_contig1.217.1	c_organisms_00433
prot_S-ischiensis_contig1.217.1	c_organisms_00434
mRNA_S-ischiensis_contig1.218.1	c_organisms_00435
prot_S-ischiensis_contig1.218.1	c_organisms_00436
mRNA_S-ischiensis_contig1.219.1	c_organisms_00437
prot_S-ischiensis_contig1.219.1	c_organisms_00438
mRNA_S-ischiensis_contig1.220.1	c_organisms_00439
prot_S-ischiensis_contig1.220.1	c_organisms_00440
mRNA_S-ischiensis_contig1.221.1	c_organisms_00441
prot_S-ischiensis_contig1.221.1	c_organisms_00442
mRNA_S-ischiensis_contig1.222.1	c_organisms_00443
prot_S-ischiensis_contig1.222.1	c_organisms_00444
mRNA_S-ischiensis_contig1.223.1	c_organisms_00445
prot_S-ischiensis_contig1.223.1	c_organisms_00446
mRNA_S-ischiensis_contig1.224.1	c_organisms_00447
prot_S-ischiensis_contig1.224.1	c_organisms_00448
mRNA_S-ischiensis_contig1.225.1	c_organisms_00449
prot_S-ischiensis_contig1.225.1	c_organisms_00450
mRNA_S-ischiensis_contig1.226.1	c_organisms_00451
prot_S-ischiensis_contig1.226.1	c_organisms_00452
mRNA_S-ischiensis_contig1.227.1	c_organisms_00453
prot_S-ischiensis_contig1.227.1	c_organisms_00454
mRNA_S-ischiensis_contig1.228.1	c_organisms_00455
prot_S-ischiensis_contig1.228.1	c_organisms_00456
mRNA_S-ischiensis_contig1.229.1	c_organisms_00457
prot_S-ischiensis_contig1.229.1	c_organisms_00458
mRNA_S-ischiensis_contig1.230.1	c_organisms_00459
prot_S-ischiensis_contig1.230.1	c_organisms_00460
mRNA_S-ischiensis_contig1.231.1	c_organisms_00461
prot_S-ischiensis_contig1.231.1	c_organisms_00462
mRNA_S-ischiensis_contig1.232.1	c_organisms_00463
prot_S-ischiensis_contig1.232.1	c_organisms_00464
mRNA_S-ischiensis_contig1.233.1	c_organisms_00465
prot_S-ischiensis_contig1.233.1	c_organisms_00466
mRNA_S-ischiensis_contig1.234.1	c_organisms_00467
prot_S-ischiensis_contig1.234.1	c_organisms_00468
mRNA_S-ischiensis_contig1.235.1	c_organisms_00469
prot_S-ischiensis_contig1.235.1	c_organisms_00470
mRNA_S-ischiensis_contig1.236.1	c_organisms_00471
prot_S-ischiensis_contig1.236.1	c_organisms_00472
mRNA_S-ischiensis_contig1.237.1	c_organisms_00473
prot_S-ischiensis_contig1.237.1	c_organisms_00474
mRNA_S-ischiensis_contig1.238.1	c_organisms_00475
prot_S-ischiensis_contig1.238.1	c_organisms_00476
mRNA_S-ischiensis_contig1.239.1	c_organisms_00477
prot_S-ischiensis_contig1.239.1	c_organisms_00478
mRNA_S-ischiensis_contig1.240.1	c_organisms_00479
prot_S-ischiensis_contig1.240.1	c_organisms_00480
mRNA_S-ischiensis_contig1.241.1	c_organisms_00481
