pathway	Desmarestia_herbacea_m_completion_rate	Porterinema_fluviatile_completion_rate	Ectocarpus_siliculosus_m_completion_rate	Dictyota_dichotoma_m_completion_rate	Chordaria_linearis_completion_rate	Thalassiosira_pseudonana_completion_rate	Ectocarpus_crouaniorum_m_completion_rate	Pleurocladia_lacustris_completion_rate	Ectocarpus_fasciculatus_m_completion_rate	Fragilariopsis_cylindrus_completion_rate	Phaeodactylum_tricornutum_completion_rate	Schizocladia_ischiensis_completion_rate	Fucus_serratus_MALE_completion_rate	Fistulifera_solaris_completion_rate	Saccharina_latissima_FEMALE_completion_rate	Nannochloropsis_gaditana_completion_rate	Scytosiphon_promiscuus_MALE_completion_rate	Desmarestia_herbacea_m_rxn_assoc (sep=;)	Porterinema_fluviatile_rxn_assoc (sep=;)	Ectocarpus_siliculosus_m_rxn_assoc (sep=;)	Dictyota_dichotoma_m_rxn_assoc (sep=;)	Chordaria_linearis_rxn_assoc (sep=;)	Thalassiosira_pseudonana_rxn_assoc (sep=;)	Ectocarpus_crouaniorum_m_rxn_assoc (sep=;)	Pleurocladia_lacustris_rxn_assoc (sep=;)	Ectocarpus_fasciculatus_m_rxn_assoc (sep=;)	Fragilariopsis_cylindrus_rxn_assoc (sep=;)	Phaeodactylum_tricornutum_rxn_assoc (sep=;)	Schizocladia_ischiensis_rxn_assoc (sep=;)	Fucus_serratus_MALE_rxn_assoc (sep=;)	Fistulifera_solaris_rxn_assoc (sep=;)	Saccharina_latissima_FEMALE_rxn_assoc (sep=;)	Nannochloropsis_gaditana_rxn_assoc (sep=;)	Scytosiphon_promiscuus_MALE_rxn_assoc (sep=;)
PWY-101	4/4	4/4	4/4	4/4	4/4	4/4	4/4	3/4	4/4	4/4	3/4	4/4	4/4	3/4	4/4	4/4	3/4	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	RXN-15479;PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	PSII-RXN;1.18.1.2-RXN;PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN
PWY-7506	1/1	1/1	1/1	1/1	1/1		1/1	1/1	1/1			1/1	1/1		1/1		1/1	RXN-1382	RXN-1382	RXN-1382	RXN-1382	RXN-1382		RXN-1382	RXN-1382	RXN-1382			RXN-1382	RXN-1382		RXN-1382		RXN-1382
MENAQUINONESYN-PWY	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN	ADOMET-DMK-METHYLTRANSFER-RXN
LYSINE-AMINOAD-PWY	2/9	1/9	1/9	1/9	1/9		1/9	1/9	1/9			1/9			1/9		1/9	RXN3O-127;1.5.1.7-RXN	RXN3O-127	RXN3O-127	RXN3O-127	RXN3O-127		RXN3O-127	RXN3O-127	RXN3O-127			RXN3O-127			RXN3O-127		RXN3O-127
PWY-6383	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	2/5	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN	GPPSYN-RXN;IPPISOM-RXN
DETOX1-PWY-1	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	5/5	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN	RXN-12540;GLUTATHIONE-PEROXIDASE-RXN;DETOX1-PWY;SUPEROX-DISMUT-RXN;CATAL-RXN
PWY0-1021	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308	RXN0-308
PWY-7346	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN	UGD-RXN
PWY3O-4107	3/5	4/5	4/5	4/5	4/5	3/5	4/5	3/5	4/5	4/5	4/5	5/5	3/5	4/5	3/5	4/5	4/5	NAD-SYNTH-GLN-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN;RXN-15025;NICOTINATEPRIBOSYLTRANS-RXN;NICOTINAMID-RXN	NAD-SYNTH-GLN-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN	NAD-SYNTH-GLN-RXN;RXN-15025;NICONUCADENYLYLTRAN-RXN;NICOTINATEPRIBOSYLTRANS-RXN
PWY-6129	2/4	2/4	1/4	1/4	1/4	1/4	2/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	2/4	RXN-9971;DOLICHOL-KINASE-RXN	RXN-9971;DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	RXN-9971;DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	DOLICHOL-KINASE-RXN	RXN-9971;DOLICHOL-KINASE-RXN
PWY-5437	4/6	4/6	4/6	4/6	4/6	3/6	4/6	4/6	4/6	4/6	3/6	3/6	4/6	4/6	4/6	3/6	4/6	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	RXN-15121;RXN-15122;RXN-15123	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	RXN-15121;RXN-15122;RXN-15123	RXN-15121;RXN-15122;RXN-15123	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122	RXN-15121;RXN-15122;RXN-15123	PROPKIN-RXN;RXN-15121;RXN-15123;RXN-15122
PWY-8051	5/12	4/12	5/12	4/12	4/12	4/12	5/12	4/12	4/12	4/12	4/12	5/12	5/12	4/12	5/12	3/12	5/12	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20511;RXN-20547;RXN-20514;RXN-20556	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20511;RXN-20556;RXN-20514;RXN-20502	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502	RXN-20511;RXN-20514;RXN-20556	RXN-20547;RXN-20511;RXN-20514;RXN-20556;RXN-20502
SPHINGOLIPID-SYN-PWY	4/11	4/11	4/11	4/11	4/11	4/11	4/11	5/11	4/11	4/11	4/11	4/11	4/11	4/11	4/11	2/11	4/11	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	RXN-12642;SERINE-C-PALMITOYLTRANSFERASE-RXN;RXN-20394;3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-20396	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN	SERINE-C-PALMITOYLTRANSFERASE-RXN;RXN-20396	3-DEHYDROSPHINGANINE-REDUCTASE-RXN;RXN-12642;RXN-20396;SERINE-C-PALMITOYLTRANSFERASE-RXN
PWY66-3	5/14	5/14	5/14	5/14	5/14	3/14	5/14	5/14	5/14	4/14	4/14	6/14	5/14	4/14	5/14	4/14	5/14	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	RXN66-14;RXN66-323;PWY-5670	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	RXN66-14;RXN66-323;1.14.21.6-RXN;PWY-5670	RXN66-14;RXN66-323;1.14.21.6-RXN;PWY-5670	RXN66-25;RXN66-323;PWY-6132;PWY-5670;RXN66-14;1.14.21.6-RXN	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	RXN66-14;RXN66-323;1.14.21.6-RXN;PWY-5670	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323	RXN66-14;RXN66-323;1.14.21.6-RXN;PWY-5670	1.14.21.6-RXN;PWY-6132;PWY-5670;RXN66-14;RXN66-323
PWY-5691	3/3	3/3	3/3	3/3	3/3	2/3	3/3	3/3	3/3	2/3	2/3	3/3	3/3	2/3	3/3	2/3	3/3	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201	3.5.2.17-RXN;RXN-6201	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN	3.5.2.17-RXN;RXN-6201	3.5.2.17-RXN;RXN-6201;URATE-OXIDASE-RXN
PWY-6279	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	1/6	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644	RXN-10644
PWY-7413	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	1/4	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN	DTDPGLUCDEHYDRAT-RXN
PWY-2941	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	6/9	5/9	6/9	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN	ASPARTATEKIN-RXN;DIAMINOPIMEPIM-RXN;DIAMINOPIMDECARB-RXN;RXN-14014;ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;DIHYDRODIPICSYN-RXN
CITRULLINE-DEG-PWY	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	3/3	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN	RXN0-5222;RXN-14196;ORNCARBAMTRANSFER-RXN
PWYDQC-4	1/2	1/2	1/2	1/2	1/2		1/2	1/2	1/2			1/2			1/2		1/2	RXNDQC-2	RXNDQC-2	RXNDQC-2	RXNDQC-2	RXNDQC-2		RXNDQC-2	RXNDQC-2	RXNDQC-2			RXNDQC-2			RXNDQC-2		RXNDQC-2
